text,label
I need to go to the doctor.,BookAppointment
Book it in the afternoon 3:15 on March 10th.,BookAppointment
Dr. Jacob Wardwell. Change the appointment to five pm.,BookAppointment
Yes.,BookAppointment
Thank you.,BookAppointment
"Hi, I need help finding a doctor to visit.",BookAppointment
Can you schedule it for the 1st of March at 16:15?,BookAppointment
"Yes, I would like to visit Dr. Sabi Ahmed.",BookAppointment
"Yes, that will be fine. What is Dr. Sabi's rating and what is the phone number to his office?",BookAppointment
Yes that will be fine.,BookAppointment
Thank you so much.,BookAppointment
Book me an appointment to consult a doctor at evening 5.,BookAppointment
I wish to see Dohn Richard on Friday next week. Book it at quarter to 4 in the afternoon.,BookAppointment
Ok. What is their contact address and their rating?,BookAppointment
Nope.,BookAppointment
I need to make a doctor's appointment.,BookAppointment
I want to visit Dr. George Lee on the 6th at five pm.,BookAppointment
"Can you change that to next Thursday, around the afternoon 12?",BookAppointment
"Yes, that is correct.",BookAppointment
Try making the appointment with Dr. Matthew Russell.,BookAppointment
Yes.,BookAppointment
I haven't had a physical in a while. I need to make an appointment with a doctor.,BookAppointment
I would prefer the 12th of March at afternoon 2.,BookAppointment
Yes. I would like an appointment with Dr. John Smucny.,BookAppointment
"Yes, that is correct. May I have their address please?",BookAppointment
"Yes, that sounds great.",BookAppointment
"That is everything I need, thank you for all your help. Have a good day.",BookAppointment
I wanna see Dr. Richard Glogau,BookAppointment
Make it on March 1st and at 1 pm.,BookAppointment
Make it this Saturday,BookAppointment
Book it at evening 4,BookAppointment
Give me their number and their address,BookAppointment
Thanks a lot,BookAppointment
I want to visit Dr. Claudia Pinilla please.,BookAppointment
How about the 10th of March at 12:45 pm?,BookAppointment
"No, please make it on the 9th of March.",BookAppointment
"Yes, correct.",BookAppointment
I want to continue to make an appointment. Can you book one for the morning 10:45?,BookAppointment
Yes.,BookAppointment
Can I please have their phone number?,BookAppointment
What is there address and do they have a rating?,BookAppointment
Thank you.,BookAppointment
I'd like to make an appointment at a doctor. Can you help?,BookAppointment
"Yes, I'd like to see Dr. Harrup Kaur.",BookAppointment
"Next Thursday, if possible.",BookAppointment
Quarter past 12 in the afternoon would work best for me.,BookAppointment
"No, I'm sorry. I need to change the time to 1:45 pm.",BookAppointment
That is correct. Can you tell me where the office is located?,BookAppointment
I really need an appointment. Can you try Dr. David Pepper? See what he has available on the 12th of March.,BookAppointment
Yes that sounds perfect. Can you tell me what the doctor is rated and what the phone number of the office is?,BookAppointment
"No, I have a meeting that day.",BookAppointment
I'd like to schedule a doctors visit on the 8th of this month.,BookAppointment
Yes I'd like to go to Dr. Anthony Boyce hopefully in the afternoon 12:15 or so.,BookAppointment
Yes thats right.,BookAppointment
Yeah that would work for me.,BookAppointment
Can you give me their address please?,BookAppointment
Thank you very much.,BookAppointment
"I've been feeling sort of unwell recently, so I want to go see a doctor.",BookAppointment
"I'm free on March 10th at 15:30 and I'd like to see Jonathan S. Berek, MD, MMS.",BookAppointment
That's right. Can I get the address?,BookAppointment
Thanks.,BookAppointment
Will you help me find a doctor?,BookAppointment
Dr. Donna Lee at afternoon 1 on the 9th.,BookAppointment
Nice.,BookAppointment
"Thanks, that's all. Bye.",BookAppointment
"I need a Doctor's appointment with Cynthia S. Chiu, MD, FACS, Inc. I'd like it for Tuesday next week.",BookAppointment
Something around eleven in the morning.,BookAppointment
"Yes. What is her specialty, and her rating?",BookAppointment
Thanks.,BookAppointment
I need to make a doctor appointment on the 11th.,BookAppointment
I want to see Dr. Ruth Hoddinott at 4:30 PM.,BookAppointment
"That's correct, yes.",BookAppointment
How about an appointment on Saturday this week?,BookAppointment
"Thank you, What is the rating of the doctor?",BookAppointment
How about a appointment at quarter to 10 in the morning with Dr. Malini Nijagal?,BookAppointment
That is correct.,BookAppointment
I want to go to a doctor,BookAppointment
Make it at morning 10:45 on the 13th,BookAppointment
I want to see Dr. Susan Logan,BookAppointment
"Ok, that works",BookAppointment
What is there phone number?,BookAppointment
"Thank you, that's all I need",BookAppointment
I think I might be sick and need to visit a doctor.,BookAppointment
Please book an appointment to see Dr. Beatrice Burke in the afternoon 12.,BookAppointment
Book it for Dr. Lesley Plotke on the 13th of this month.,BookAppointment
"Yup, what's their phone number?",BookAppointment
I want to make sure my health is good. Can you set me up to visit a doctor?,BookAppointment
I would like to visit Dr. Michael McGlynn Jr. on the 3rd of March at 12 in the afternoon.,BookAppointment
"Now that I think of it, 12 is a bit too early. Make it 5:30 pm instead.",BookAppointment
Indeed. How highly rated is he?,BookAppointment
I still want to get a doctor's appointment. Visiting Dr. Jay Bansal on March 9th would be preferred.,BookAppointment
Indeed I do. What is their address?,BookAppointment
I'd like to take that appointment.,BookAppointment
Thanks! I don't need anything else from you for now. Bye.,BookAppointment
"Hello, could you help me search for a doctor?",BookAppointment
"Yes, I would like to visit Dr. Andrew Patrinellis on the 4th at 1 pm.",BookAppointment
"Sorry, could you change the reservation to 4:45 pm on the 3rd of March instead?",BookAppointment
Could you help to book an appointment with Dr. Jennifer Falk instead?,BookAppointment
"Yes sure, I would like to confirm the appointment.",BookAppointment
May I know the doctor's rating and address please?,BookAppointment
"That's all I need, thank you!",BookAppointment
I need to go to a doctor.,BookAppointment
Half past 4 in the evening.,BookAppointment
See Dr. Silverstein David on the 6th of this month.,BookAppointment
No make it on the 11th of March at 1 in the afternoon.,BookAppointment
Yes. What's their number and rating?,BookAppointment
I wish to see a doctor,BookAppointment
I wish to see Dr. Thomas Stodgel at 1:30 in the afternoon.,BookAppointment
Please book it on 13th of March.,BookAppointment
Nope. Please fix the appointment at 11:45 am.,BookAppointment
Yes. You are correct.,BookAppointment
I need to see a doctor.,BookAppointment
Please make me an appointment on the 5th of March at 10 am.,BookAppointment
I want to go back to Dr. Hamblin Basil again.,BookAppointment
"Sorry, please make it 17:00 instead.",BookAppointment
Yes. What is their phone number and rating?,BookAppointment
"Yes, please.",BookAppointment
"Thanks, that's all. Bye.",BookAppointment
I would like to visit a doctor at 3:30 in the afternoon.,BookAppointment
I would like to visit Dr. Vilasini Ganesh on the 6th of March.,BookAppointment
That is correct.,BookAppointment
That would work.,BookAppointment
"Thanks, that's all. Bye!",BookAppointment
I would like to visit a doctor.,BookAppointment
I would like to visit Dr. John Chiu at 1:15 pm.,BookAppointment
I would like to visit on 14th of March.,BookAppointment
Yes. Could you please let me know their rating and address?,BookAppointment
Yes please.,BookAppointment
Thanks for your assistance. Bye,BookAppointment
Can you find me a doctor's appointment at Delta Aesthetics?,BookAppointment
"Preferably for March 12th. I'd like a early appointment, maybe in the morning 9:45 or so.",BookAppointment
Yes.,BookAppointment
"Can you get me the address, please?",BookAppointment
And the phone number?,BookAppointment
Thanks.,BookAppointment
There is a back pain which has hurt me for the last three days. Its high time I visited a doctor. can you fix an appointment with Dr. Richard Young on next Thursday?,BookAppointment
Please reserve it at 14:30.,BookAppointment
"Correct, please give me the address.",BookAppointment
Proceed with Dr. Lawrence Bruce.,BookAppointment
Please book on 1st of March at 13:15.,BookAppointment
"Fine, Shall I get phone number?",BookAppointment
I want to schedule a doctor's appointment.,BookAppointment
"Yes, schedule with Dr. Janet Bodle on the 1st of March at 6 in the evening",BookAppointment
"Actually, make it on the 5th of March at half past 2 in the afternoon.",BookAppointment
Yes. What's the phone number and address?,BookAppointment
"Okay, that works.",BookAppointment
"Thanks, that's all I need. Bye.",BookAppointment
Can you make me a doctor's appointment for three in the afternoon?,BookAppointment
I'd like to see Dr. Isaac Neuhaus on the 6th.,BookAppointment
That's right.,BookAppointment
I appreciate that!,BookAppointment
I'm a bit worried. I should probably go see a doctor. Can you book an appointment for me?,BookAppointment
Morning 11 would be best.,BookAppointment
"I'd like to go for the 11th of this month to see Stewart A. Daniels, M.D.",BookAppointment
"Yup, that's right.",BookAppointment
Thanks. That's all I need. Goodbye.,BookAppointment
I need to see a doctor at the Ocean Medical Clinic.,BookAppointment
Make an appointment on the 12th of March at half past 2 in the afternoon.,BookAppointment
